Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer_Science_Artificial_Intelligence;Computer_Science_Information_Systems;Computer_Science_Interdisciplinary_Applications;Computer_Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted_net_national_income_(current_US$);Adjusted_savings_education_expenditure_(%_of_GNI);Age_dependency_ratio_(%_of_working_age_population);Exports_of_goods_and_services_(%_of_GDP);External_balance_on_goods_and_services_(%_of_GDP);Final_consumption_expenditure_(%_of_GDP);Fixed_telephone_subscriptions_(per_100_people);Foreign_direct_investment_net_inflows_(%_of_GDP);Foreign_direct_investment_net_outflows_(%_of_GDP);GDP_(constant_2010_US$);GDP_per_capita_(constant_2010_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_LCU);GNI_per_capita_(current_LCU);Gross_capital_formation_(%_of_GDP);Gross_fixed_capital_formation_(%_of_GDP);Gross_national_expenditure_(%_of_GDP);Imports_of_goods_and_services_(%_of_GDP);Inflation_GDP_deflator_(annual_%);Lower_secondary_school_starting_age_(years);Merchandise_exports_to_high_income_economies_(%_of_total_merchandise_exports);Merchandise_imports_from_high_income_economies_(%_of_total_merchandise_imports);Merchandise_trade_(%_of_GDP);Population_total;Preprimary_education_duration_(years);Primary_education_duration_(years);Primary_school_starting_age_(years);Real_effective_exchange_rate_index_(2010_100);Secondary_education_duration_(years);Trade_(%_of_GDP);Urban_population_(%_of_total_population);AI_publications;AI_patents
1980;Japan;11350;2845;17494;3899;0;918;1017;1244;3596;13222;53;11;32;28;42;901;58;200;214;371;9,16E+11;3,5;48,15;13,13;-0,97;67,02;33,89;0,03;0,03;3,02E+12;25854,58;14,66;2,51E+14;2147730,82;33,96;33,56;100,97;14,1;5,44;12;68,26;66,89;24,58;116782000;3;6;6;73,82;6;27,23;76,18;2;1
1981;Japan;13474;3441;20206;4837;1;1484;1464;1794;3945;15540;64;13;42;35;45;1060;96;198;247;425;1,00E+12;3,6;47,72;14,12;0,61;66,63;33,92;0,02;0,02;3,15E+12;26744,56;14,68;2,69E+14;2283562,83;32,76;32,46;99,39;13,51;2,93;12;69,04;70,32;24,15;117648000;3;6;6;78,91;6;27,63;76,27;2;1
1982;Japan;14350;4301;23199;5123;13;1647;1982;2220;4393;19307;51;11;41;47;57;1018;79;228;258;482;9,32E+11;3,6;47,54;13,92;0,55;67,86;34,7;0,04;0,04;3,25E+12;27443,61;14,8;2,83E+14;2389217,3;31,6;31,31;99,45;13,37;1,74;12;71,18;69,79;23,79;118449000;3;6;6;71,55;6;27,29;76,38;0;0
1983;Japan;15037;4735;24212;4873;41;1793;2432;2382;5265;20193;78;19;45;60;81;1225;90;269;271;515;1,01E+12;3,5;47,41;13,3;1,53;68,34;35,61;0,03;0,03;3,37E+12;28217,5;14,85;2,96E+14;2482076,82;30,12;30,12;98,47;11,76;0,95;12;74,17;69,44;21,99;119259000;3;6;6;77,49;6;25,06;76,49;2;7
1984;Japan;17372;5700;28471;6085;45;2462;3191;2406;5925;25527;58;20;34;65;64;1307;84;235;254;599;1,08E+12;4,84;47,1;14,39;2,45;67,49;36,27;0;0;3,52E+12;29301,37;14,61;3,14E+14;2617391,56;30,06;29,77;97,55;11,95;1,47;12;77,62;70,06;23,2;120018000;3;6;6;80,89;6;26,34;76,6;7;12
1985;Japan;17668;5314;32768;7203;62;3093;4145;2256;6511;28958;62;16;20;71;74;1493;78;264;268;708;1,16E+12;4,3;46,53;13,89;3,19;66,8;37,17;0,04;0,04;3,70E+12;30646,88;14,28;3,35E+14;2776743,63;30,01;29,54;96,81;10,7;1,26;12;76,87;69,18;21,99;120754000;3;6;6;82,91;6;24,6;76,71;2;8
1986;Japan;18418;5473;37911;7759;185;2933;5056;2441;7163;33787;76;13;47;82;124;1344;83;357;281;766;1,70E+12;4,2;46,11;10,91;3,67;66,36;38,18;0,01;0,01;3,82E+12;31474;14,2;3,52E+14;2896810,49;29,97;29,6;96,33;7,24;1,61;12;80,54;71,04;16,27;121492000;3;6;6;106,28;6;18,15;76,84;12;29
1987;Japan;17700;5456;38431;7309;224;2852;5242;2311;7622;39643;81;11;46;108;84;1576;94;338;304;930;2,06E+12;4,2;45,42;9,94;2,77;66,29;39,34;0,05;0,05;4,00E+12;32801,21;14,12;3,69E+14;3020408,55;30,94;30,85;97,23;7,17;-0,16;12;81,94;71,74;15,09;122091000;3;6;6;111,95;6;17,11;76,96;14;76
1988;Japan;15685;5197;40316;7005;583;3110;5534;2162;8598;41484;143;24;81;87;120;1389;87;355;360;938;2,50E+12;4,1;44,62;9,57;1,96;64,99;40,73;-0,02;-0,02;4,28E+12;34877,66;13,71;3,96E+14;3232855,41;33,05;32,57;98,04;7,61;0,63;12;81,91;72,95;14,72;122613000;3;6;6;118,69;6;17,19;77,09;17;161
1989;Japan;14702;4480;38140;4811;1268;2494;6087;2249;8611;42520;100;17;33;66;125;1515;73;346;636;1008;2,49E+12;4;43,95;10,11;1,35;64,79;42,28;-0,03;-0,03;4,48E+12;36422,61;13,57;4,25E+14;3450182,75;33,86;33,33;98,65;8,76;2,11;12;81,97;73,06;15,83;123116000;3;6;6;108,78;6;18,87;77,21;22;392
1990;Japan;14966;5439;41224;5317;1351;3267;6781;2139;8995;49186;64;22;41;103;131;1624;123;390;445;1111;2,55E+12;4,08;43,56;10,22;0,78;64,71;43,8;0,06;0,06;4,70E+12;38074,46;13,55;4,57E+14;3700001,62;34,51;34,13;99,22;9,44;2,61;12;81,12;73,55;16,69;123537000;3;6;6;97,32;6;19,66;77,34;42;562
1991;Japan;14767;5674;47296;5050;1491;5505;8756;1887;9400;48553;82;54;37;107;192;2133;123;507;468;1283;2,88E+12;4,08;43,33;9,79;1,5;64,28;45,03;0,04;0,04;4,86E+12;39253,64;13,6;4,86E+14;3924150,87;34,22;33,77;98,5;8,29;2,93;12;80,36;72,49;15,39;123921000;3;6;6;103,9;6;18,07;77,47;79;615
1992;Japan;14043;4864;41270;5071;1211;5848;8390;1826;9230;47687;106;69;432;160;233;2224;110;526;499;1436;3,11E+12;3,57;43,3;9,69;2,05;65,46;46;0,07;0,07;4,91E+12;39488,39;14;4,99E+14;4019530,06;32,49;32,39;97,95;7,64;1,67;12;79,27;71,93;14,66;124229000;3;6;6;106,98;6;17,33;77,61;156;514
1993;Japan;13052;4253;34733;4526;797;6882;9251;1773;8320;40982;77;80;457;183;127;2229;123;516;738;1625;3,54E+12;3,4;43,45;9,08;2,14;67,18;46,8;0;0;4,88E+12;39187,03;14,62;5,00E+14;4012490,36;30,68;30,71;97,86;6,94;0,57;12;77,21;70,03;13,56;124536000;3;6;6;125,23;6;16,01;77,75;150;422
1994;Japan;10902;3726;27444;3927;618;7328;8450;1893;7638;36208;79;94;572;222;313;3035;141;521;533;1700;3,87E+12;3,6;43,69;9;1,9;68,55;48,15;0,02;0,02;4,93E+12;39441,59;15,03;5,06E+14;4047607,65;29,54;29,51;98,1;7,1;0,27;12;77,51;68,85;13,7;124961000;3;6;6;133,14;6;16,1;77,88;217;280
1995;Japan;12101;3690;30301;4322;599;8875;8169;2352;9102;42767;91;163;541;193;352;3088;110;490;665;1891;4,33E+12;3,5;43,98;8,97;1,26;68,85;49,3;0;0;5,06E+12;40368,71;15,36;5,17E+14;4121345,04;29,88;29,54;98,74;7,71;-0,53;12;75,57;68,68;14,3;125439000;3;6;6;135,33;6;16,68;78,02;242;248
1996;Japan;11484;3283;31779;4094;388;9840;7397;2160;10085;42637;195;226;586;197;311;3350;122;727;696;2274;3,86E+12;3,28;44,36;9,48;0,43;68,7;50,56;0;0,55;5,22E+12;41514,9;15,45;5,32E+14;4230434,89;30,87;30,4;99,57;9,05;-0,5;12;74,96;67,58;15,72;125757000;3;6;6;113,69;6;18,52;78,15;245;169
1997;Japan;11962;3612;32833;3952;345;10780;7994;1899;11974;41995;158;218;448;241;259;3205;129;649;638;2303;3,51E+12;3,24;44,84;10,55;1,06;68,99;51,8;0,06;0,54;5,28E+12;41861,75;15,6;5,41E+14;4291539,54;29,95;29,41;98,94;9,49;0,5;12;76,82;67,22;17,21;126057000;3;6;6;106,98;6;20,04;78,27;216;148
1998;Japan;12066;3541;35543;4562;332;9897;8686;2546;14882;46248;151;307;533;250;309;3220;133;781;837;2551;3,18E+12;2,92;45,38;10,52;1,82;69,67;49,1;0,06;0,49;5,22E+12;41277,07;15,96;5,34E+14;4226821,2;28,52;28,2;98,18;8,71;-0,05;12;79,71;67,53;16,58;126400000;3;6;6;106,98;6;19,23;78,4;215;132
1999;Japan;11466;2920;37323;4596;316;13779;8476;3025;14811;47010;204;398;519;219;343;3563;141;622;724;2493;3,59E+12;2,97;45,95;9,95;1,55;71,33;48,74;0,32;0,53;5,20E+12;41097,96;16,52;5,26E+14;4153022,56;27,12;27,83;98,45;8,4;-1,31;12;79,79;66,03;15,95;126631000;3;6;6;118,88;6;18,35;78,52;235;87
2000;Japan;13254;2981;50237;5746;286;61609;9793;4265;17547;60343;174;321;586;268;483;3080;168;672;907;2641;3,86E+12;3,05;46,56;10,62;1,43;71,26;48,58;0,22;0,92;5,35E+12;42169,73;16,85;5,34E+14;4211742,08;27,31;27,38;98,57;9,2;-1,38;12;78,58;64,55;17,57;126843000;3;6;6;125,5;6;19,82;78,65;218;81
2001;Japan;14735;3152;46795;6499;275;56571;10736;4361;13892;59348;161;300;551;264;414;3328;186;848;1009;2603;3,41E+12;3,02;47,25;10,23;0,66;72,78;48,02;0,11;0,83;5,37E+12;42239,18;17,53;5,31E+14;4176014,75;26,56;26,55;99,34;9,57;-1,1;12;76,88;62,97;17,49;127149000;3;6;6;111,75;6;19,8;79,99;197;103
2002;Japan;14226;2320;39868;5855;207;37174;9557;3902;13228;57892;150;360;605;259;484;3054;178;841;772;2506;3,24E+12;3,05;47,92;11,02;1,35;73,99;47,52;0,28;0,75;5,38E+12;42190,8;18,13;5,23E+14;4106080,27;24,66;25,03;98,65;9,67;-1,46;12;75,36;61,17;18,32;127445000;3;6;6;104,13;6;20,69;81,65;226;51
2003;Japan;14965;2079;36582;5703;224;28590;9101;3491;12087;54342;170;646;698;328;739;3283;180;859;1019;2539;3,52E+12;3,08;48,63;11,64;1,7;73,91;47,02;0,2;0,78;5,46E+12;42744,01;18,19;5,24E+14;4099185,71;24,4;24,46;98,3;9,94;-1,62;12;72,85;59,32;19,23;127718000;3;6;6;105,03;6;21,58;83,2;255;72
2004;Japan;13710;1875;34536;6662;207;23536;9076;3034;11146;53512;191;805;1030;451;926;3137;207;911;974;2594;3,84E+12;3,06;49,42;12,97;2,02;73,63;46,49;0,16;0,84;5,58E+12;43671,68;18,1;5,31E+14;4154278,69;24,35;24,05;97,98;10,95;-1,1;12;71,44;58,14;21,19;127761000;3;6;6;106,06;6;23,92;84,64;274;95
2005;Japan;13075;1622;29112;5945;182;22123;8406;2317;9955;55823;151;966;1039;322;957;3486;190;1009;976;2450;3,80E+12;3;50,34;14,01;1,51;73,74;45,24;0,11;1,09;5,67E+12;44393,63;18,12;5,35E+14;4190987,92;24,75;24,6;98,49;12,5;-1,04;12;70,31;58,41;23,36;127773000;3;6;6;99,45;6;26,52;85,98;256;76
2006;Japan;11908;1500;26816;4952;191;18989;7885;2369;9140;52330;193;935;907;449;904;3254;218;1055;976;2325;3,62E+12;2,94;51,21;15,87;1,41;73,84;43,63;-0,05;1,28;5,75E+12;44995,49;17,95;5,41E+14;4228875,12;24,75;24,72;98,59;14,46;-0,88;12;69,3;58,63;27,06;127854000;3;6;6;90,04;6;30,33;87,12;271;96
2007;Japan;11606;1501;26142;4607;222;16753;6847;2121;7894;51389;183;301;624;296;170;3353;255;1063;875;2340;3,62E+12;2,95;52,17;17,49;1,89;73,62;39,87;0,48;1,62;5,85E+12;45687,27;17,95;5,48E+14;4278488,45;24,48;24,12;98,11;15,6;-0,73;12;66,98;57,12;29,6;128001000;3;6;6;82,47;6;33,09;88,15;214;55
2008;Japan;10906;1491;26240;3716;180;15158;6889;2040;6921;46397;168;326;706;286;151;3037;207;1139;794;2338;3,96E+12;2,93;53,25;17,42;0,45;75;37,67;0,49;2,26;5,78E+12;45165,79;18,36;5,34E+14;4172630,66;24,55;23,96;99,55;16,97;-0,98;12;64,51;58;30,65;128063000;3;6;6;88,62;6;34,4;89,1;204;71
2009;Japan;9126;1369;24123;2999;155;13709;6023;1820;5924;38944;235;438;669;296;198;3235;258;1214;883;2297;4,06E+12;3,01;54,48;12,52;0,55;78,13;51,96;0,23;1,41;5,47E+12;42724,76;19,63;5,01E+14;3916264,34;21,32;22,36;99,45;11,97;-0,61;12;63,29;56,52;21,65;128047000;3;6;6;99,54;6;24,49;89,99;233;44
2010;Japan;9264;1299;23741;2658;140;9870;5487;1598;5491;32605;174;320;611;297;191;2924;324;1142;825;2171;4,49E+12;3,08;55,89;15,04;1,46;77,24;51,05;0,13;1,4;5,70E+12;44507,68;19,49;5,13E+14;4007799,64;21,3;21,33;98,54;13,58;-1,9;12;60,72;54,82;25,68;128070000;3;6;6;100;6;28,61;90,81;158;63
2011;Japan;8368;1199;22535;2438;152;6488;5069;1459;4761;30771;175;378;597;333;213;3171;270;1312;928;2208;4,87E+12;3,1;57,39;14,92;-0,54;78,44;50,33;-0,01;1,9;5,69E+12;44538,73;20,19;5,05E+14;3953036,38;22,1;21,9;100,54;15,47;-1,67;12;59,53;55,31;27,26;127833000;3;6;6;101,14;6;30,39;91,07;219;54
2012;Japan;7996;1281;23547;2390;128;6704;5065;1456;4282;21749;182;365;600;309;238;2993;263;1241;789;2143;4,93E+12;3,2;59,03;14,54;-1,55;78,89;50,01;0,01;1,9;5,78E+12;45276,87;20,25;5,08E+14;3981971,97;22,65;22,42;101,55;16,09;-0,76;12;59,51;55,74;27,15;127629000;3;6;6;99,88;6;30,64;91,15;160;36
2013;Japan;7463;1196;23652;1982;141;6540;4517;1455;3834;20989;184;364;706;344;227;3102;223;1307;945;2172;4,14E+12;3,13;60,75;15,92;-2,32;79,13;49,89;0,21;3,02;5,89E+12;46249,21;20,17;5,20E+14;4080720,31;23,19;23,33;102,32;18,23;-0,33;12;60,34;55;30,03;127445000;3;6;6;79,64;6;34,15;91,23;187;51
2014;Japan;7224;1386;21647;2024;208;7064;4595;1484;4041;19764;211;381;679;339;270;2957;291;1343;968;2190;3,90E+12;2,99;62,42;17,54;-2,47;78,55;49,59;0,41;2,84;5,92E+12;46484,16;20,15;5,32E+14;4182797,23;23,92;23,96;102,47;20,01;1,75;12;60,65;54,58;30,97;127276000;3;6;6;74,58;6;37,55;91,3;182;60
2015;Japan;7206;1335;19736;1618;289;6210;3950;1326;3594;17841;258;542;794;347;336;3161;409;1450;830;2107;3,57E+12;2,97;63,96;17,61;-0,42;76,4;49,78;0,12;3,15;5,99E+12;47102,58;19,82;5,52E+14;4339510,47;24,02;23,79;100,42;18,03;2,15;12;61,96;52,24;29;127141000;3;6;6;69,4;6;35,64;91,38;242;137
2016;Japan;7225;1581;18248;1290;405;6632;4374;1446;3262;17150;280;577;832;367;342;3230;390;1562;1010;1950;4,00E+12;2,95;65,31;16,25;0,99;75,6;50,19;0,83;3,63;6,03E+12;47444,14;19,88;5,54E+14;4362119,24;23,41;23,32;99,01;15,26;0,27;12;62,41;52,08;25,42;126994511;3;6;6;78,83;6;31,52;91,46;262;270
2017;Japan;3749;868;9738;778;324;4257;2658;763;1733;8377;269;488;930;362;333;3301;372;1540;932;2073;3,94E+12;2,95;66,46;17,77;0,93;75,16;50,25;0,42;3,58;6,14E+12;48438,83;19,67;5,65E+14;4456817,04;23,9;23,83;99,07;16,84;-0,22;12;60,97;52,96;28,19;126785797;3;6;6;75,01;6;34,61;91,54;355;126
1980;Netherlands;56;6;49;13;0;2;2;3;41;62;23;2;25;17;25;102;58;67;60;132;1,64E+11;5,8;50,84;50,42;1,01;75,53;34,58;1,17;3,03;4,28E+11;30261,69;23,05;1,78E+11;12553,18;23,61;22,57;99,14;49,41;6,23;12;72,38;71,64;77,89;14149800;2;6;6;107,4;6;99,83;64,75;0;0
1981;Netherlands;64;2;19;13;0;1;2;1;36;81;14;9;30;27;29;123;26;109;51;159;1,37E+11;5,8;49,67;54,89;4,91;74,34;35,88;1,1;2,76;4,25E+11;29819,28;23,08;1,86E+11;13057,74;20,7;20,69;95,04;49,98;6,39;12;72,6;71,87;82,83;14247208;2;6;6;99,68;6;104,87;65,1;0;0
1982;Netherlands;51;4;44;5;0;2;10;5;32;98;25;1;26;34;39;97;22;71;58;187;1,32E+11;5,7;48,53;54,9;5,3;74,9;37,01;0,77;2,06;4,20E+11;29314,56;23,55;1,92E+11;13428,72;19,68;20,07;94,59;49,6;4,62;12;74,27;68,35;82,06;14312690;2;6;6;102,7;6;104,51;65,51;1;0
1983;Netherlands;74;5;30;5;0;0;4;1;19;104;23;7;30;31;34;138;24;80;78;205;1,28E+11;5,5;47,48;54,59;4,36;75,05;38,02;0,89;2,5;4,28E+11;29808,11;23,43;2,00E+11;13916,97;20,54;19,96;95,59;50,23;1,39;12;75,3;68,06;82,33;14367070;2;6;6;101,28;6;104,82;65,92;0;0
1984;Netherlands;58;3;51;11;0;0;0;4;35;54;27;3;20;43;47;106;31;109;90;228;1,20E+11;5,1;46,55;58,4;6,25;72,62;39,09;1,19;3,37;4,41E+11;30599,04;22,06;2,12E+11;14664,37;21,13;20,47;93,76;52,14;2,31;12;75,78;68,08;88,92;14424211;2;6;6;97,86;6;110,54;66,32;0;0
1985;Netherlands;63;6;54;26;0;2;17;9;21;111;28;5;27;41;42;151;40;165;78;188;1,18E+11;5,1;45,78;59,9;5,33;73,3;40,12;1,05;1,88;4,53E+11;31242,52;22,36;2,16E+11;14906,63;21,47;21,22;94,77;54,58;0,87;12;76,14;69,52;92,78;14491632;2;6;6;95,64;6;114,48;66,72;0;0
1986;Netherlands;57;0;62;11;0;0;13;3;30;95;38;6;36;38;58;140;60;149;77;245;1,66E+11;5,3;45,39;50,79;4,44;72,83;41,31;1,56;2,04;4,65E+11;31935,52;22,28;2,23E+11;15286,91;22,72;21,79;95,55;46,35;0,21;12;76,96;74,21;77,59;14572278;2;6;6;101,01;6;97,13;67,12;0;0
1987;Netherlands;78;4;44;12;0;1;7;3;22;75;19;5;37;59;93;150;57;123;112;249;2,05E+11;5,5;45,08;49,45;3,23;74,14;42,46;1,24;3,53;4,74E+11;32346,37;23,19;2,27E+11;15500,57;22,63;22,1;96,77;46,22;-1,05;12;76,77;73,91;75,26;14665037;2;6;6;102,95;6;95,67;67,51;2;0
1988;Netherlands;48;5;51;21;0;0;11;3;22;119;36;6;56;66;88;190;50;158;90;245;2,17E+11;5,3;44,87;51,74;3,49;72,63;43,77;1,83;2,72;4,91E+11;33244;22,61;2,36E+11;15999,59;24;23,56;96,63;48,25;0,82;12;76,99;74,25;77,39;14760094;2;6;6;101,04;6;99,99;67,91;6;0
1989;Netherlands;63;4;30;13;2;0;20;6;12;148;31;11;45;63;125;214;47;168;121;292;2,14E+11;5,1;44,78;55,03;4,02;71,43;44,99;3,31;5,75;5,12E+11;34505,8;21,86;2,50E+11;16867,48;24,76;23,2;96,19;51,01;1,35;12;77,31;74,41;82,29;14848907;2;6;6;97,24;6;106,04;68,3;10;0
1990;Netherlands;76;12;28;21;0;1;12;5;23;83;36;22;59;63;135;235;62;201;171;324;2,59E+11;5,1;44,79;54,41;4,8;71,1;46,37;3,35;4,31;5,34E+11;35702,55;21,69;2,61E+11;17469,9;24,24;22,85;95,34;49,62;1,56;12;77,85;74,26;81,01;14951510;2;6;6;99,34;6;104,03;68,68;15;0
1991;Netherlands;44;6;30;22;0;5;4;4;18;36;42;37;52;87;198;264;47;244;147;348;2,69E+11;5,1;44,93;55,11;5,11;71,65;47,63;1,72;3,92;5,47E+11;36286,31;21,89;2,77E+11;18387,17;23,33;22,25;94,99;50;3,12;12;78,45;75,41;79,24;15069798;2;6;6;96,94;6;105,11;69,33;37;0
1992;Netherlands;33;2;25;36;0;2;10;0;15;56;54;52;113;104;167;321;55;253;181;357;2,96E+11;5,37;45,13;53,38;4,75;71,99;48,76;1,7;3,52;5,56E+11;36627,41;22,4;2,88E+11;18947,73;23,32;22,04;95,32;48,62;2,5;12;78,3;76,29;75,76;15184166;2;6;6;98,57;6;102;70,22;32;1
1993;Netherlands;26;0;23;28;1;7;3;3;21;33;58;46;116;109;109;285;52;298;150;373;2,89E+11;4,9;45,4;52,61;6,28;72,33;50;1,8;2,82;5,63E+11;36830,42;22,67;2,98E+11;19496,84;21,27;21,25;93,6;46,33;1,6;12;78,12;76,48;75,38;15290368;2;6;6;100,11;6;98,94;71,1;42;0
1994;Netherlands;27;4;34;14;0;3;6;1;29;21;72;68;123;130;151;406;49;385;205;422;3,15E+11;4,8;45,7;54,74;6,52;71,9;51,14;1,88;4,64;5,80E+11;37693,05;22,49;3,15E+11;20502,02;21,52;20,69;93,41;48,22;2,06;12;78,86;76,2;82,09;15382838;2;6;6;100,84;6;102,95;71,96;39;0
1995;Netherlands;42;2;22;23;0;17;7;1;11;24;64;79;71;111;164;347;59;358;193;495;3,80E+11;4,7;45,99;57,22;6,62;71,65;52,52;2,7;4,46;5,98E+11;38676,07;22,43;3,35E+11;21643,76;21,73;20,93;93,38;50,6;2,06;12;78,96;76,93;85,87;15459006;2;6;6;105,18;6;107,82;72,81;34;0
1996;Netherlands;54;1;25;22;0;7;5;0;11;32;75;85;77;142;176;333;74;357;195;533;3,80E+11;4,6;46,32;57,39;6,04;71,39;54,17;3,69;7,09;6,19E+11;39844,98;21,37;3,50E+11;22562,51;22,56;21,57;93,96;51,34;1,04;12;78,96;76,42;88,77;15530498;2;6;6;102,79;6;108,73;73,64;52;0
1997;Netherlands;67;4;26;13;0;13;12;0;29;58;76;122;117;141;202;382;62;406;208;511;3,51E+11;4,87;46,6;60,36;6,38;70,78;56,59;2,65;5,88;6,46E+11;41356,45;20,99;3,73E+11;23874,21;22,84;21,68;93,62;53,98;2,64;12;79,52;77,1;95,62;15610650;2;6;6;97,07;6;114,34;74,45;53;0
1998;Netherlands;68;3;54;21;0;17;4;0;40;26;71;109;112;175;194;370;76;504;203;574;3,64E+11;4,32;46,83;59,34;6,13;70,93;59,3;8,59;8,43;6,76E+11;43019,19;20,83;3,93E+11;25028,7;22,94;21,85;93,87;53,21;2,08;12;80,31;76,43;93,52;15707209;2;6;6;98,57;6;112,55;75,25;43;0
1999;Netherlands;62;0;40;14;0;26;10;6;39;24;89;138;112;146;214;373;61;400;215;518;3,80E+11;3,99;47,01;59,91;5,41;71,38;60,71;9,21;12,79;7,10E+11;44885,09;20,59;4,25E+11;26890,44;23,22;22,92;94,59;54,5;1,28;12;92,74;82;95,04;15812088;2;6;6;97,39;6;114,4;76,03;64;0
2000;Netherlands;67;2;53;17;0;43;7;1;42;16;98;154;148;155;276;430;66;399;214;582;3,54E+11;4,03;47,17;66,03;6,54;70,89;62,09;15,15;17,89;7,40E+11;46435,21;20,55;4,60E+11;28891,44;22,57;22,53;93,46;59,49;3,42;12;93,17;79,94;108,39;15925513;2;6;6;92,58;6;125,52;76,8;65;1
2001;Netherlands;70;4;48;9;1;46;5;0;32;32;81;149;113;131;192;410;61;399;199;576;3,55E+11;4,19;47,33;63,3;6,56;70,72;50,93;12,06;11,78;7,57E+11;47158,42;20,99;4,80E+11;29889,67;22,72;22,14;93,44;56,74;4,18;12;93;77,56;101,92;16046180;2;6;6;95,08;6;120,04;77,83;58;2
2002;Netherlands;43;3;53;8;1;23;6;0;5;11;97;260;165;133;294;416;76;464;205;704;3,87E+11;4,24;47,54;60,15;6,84;72,15;49,82;5,4;6,74;7,58E+11;46960,18;22,12;5,00E+11;30949,11;21,01;21,08;93,16;53,31;3,77;12;92,36;79,89;98,24;16148929;2;6;6;98,36;6;113,46;79,11;51;0
2003;Netherlands;56;5;39;16;0;31;8;1;16;21;85;308;190;209;466;456;66;424;183;721;4,82E+11;4,41;47,76;59,28;6,65;72,86;48,43;3,53;7,72;7,60E+11;46811,89;22,9;5,18E+11;31941,84;20,49;20,6;93,35;52,64;2,17;12;91,95;78,28;96,88;16225302;2;6;6;104,34;6;111,92;80,34;56;0
2004;Netherlands;51;3;39;21;0;25;0;0;19;5;86;266;205;212;526;462;71;494;198;717;5,50E+11;4,42;47,94;62,67;7,74;71,94;48,26;21,29;23,05;7,75E+11;47575,48;22,51;5,32E+11;32691,82;20,32;20,29;92,26;54,93;1,2;12;91,28;76,95;103,03;16281779;2;6;6;105,3;6;117,61;81,51;50;0
2005;Netherlands;40;3;40;20;1;45;0;2;23;12;72;303;243;228;598;484;76;556;183;850;5,62E+11;4,54;48,05;65,63;8,46;71,09;46,43;30,64;38,91;7,91E+11;48437,88;22,28;5,43E+11;33288,63;20,45;20,41;91,54;57,17;1,99;12;90,98;73,28;112,42;16319868;2;6;6;103,8;6;122,81;82,63;50;0
2006;Netherlands;30;0;28;10;0;19;2;0;18;15;78;317;268;259;528;452;101;594;204;908;6,19E+11;4,33;48,32;68,18;8,59;70,39;45,32;51,2;71,41;8,18E+11;50033,88;23,19;5,89E+11;36037,95;21,02;21,04;91,41;59,59;2,56;12;90,29;72,4;120,06;16346101;2;6;6;102,43;6;127,77;83,64;57;0
2007;Netherlands;21;9;30;12;0;40;2;6;14;11;77;124;157;228;107;496;84;696;163;889;7,10E+11;4,24;48,44;68,78;7,09;69,56;44,86;86,59;70,38;8,49E+11;51808,77;23,23;6,19E+11;37779,12;23,35;23,29;92,91;61,68;2,07;12;89,34;70,86;123,11;16381696;2;6;6;103,14;6;130,46;84,54;61;1
2008;Netherlands;26;2;28;12;0;24;1;0;5;9;102;124;191;233;138;580;104;667;176;938;7,62E+11;4,48;48,51;69,79;8,53;69,14;44,16;20,63;28,75;8,67E+11;52727,52;23,49;6,29E+11;38245,99;22,33;22,12;91,47;61,27;2,31;12;89,2;69,6;128,57;16445593;2;6;6;103,66;6;131,06;85,4;47;0
2009;Netherlands;34;7;29;9;0;27;5;0;10;7;117;160;182;279;137;607;132;758;208;1000;7,06E+11;4,82;48,72;62,24;7,58;71,69;43,64;11,04;16,16;8,35E+11;50533,51;26;6,19E+11;37429,13;20,72;21,31;92,42;54,65;0,22;12;88,75;69,34;108,41;16530388;2;6;6;105,12;6;116,89;86,29;63;1
2010;Netherlands;34;4;34;6;0;30;6;1;11;16;115;156;192;265;150;617;97;857;212;1142;6,98E+11;4,88;49,16;69,8;8,09;71,69;43,35;13,67;22,62;8,47E+11;50950,03;26,24;6,41E+11;38582,47;20,22;19,7;91,91;61,72;0,94;12;88,62;67,21;128,84;16615394;2;6;6;100;6;131,52;87,13;52;0
2011;Netherlands;36;2;35;6;0;27;7;0;7;19;139;188;177;307;176;643;106;888;209;1166;7,56E+11;4,8;49,75;75,5;8,53;71,43;42,62;36,73;41,11;8,60E+11;51499,6;25,79;6,59E+11;39504,89;20,04;20,14;91,47;66,97;0,19;12;88,5;66,91;139,53;16693074;3;6;6;99,41;6;142,47;87,88;71;0
2012;Netherlands;63;2;23;7;0;36;1;1;7;9;131;203;181;296;176;681;122;942;245;1286;7,01E+11;5,45;50,58;79,5;9,74;71,54;42,77;28,57;28,36;8,51E+11;50780,7;26,03;6,64E+11;39638,71;18,72;18,76;90,26;69,77;1,45;12;87,57;65,67;148,07;16754962;3;6;6;96,69;6;149,27;88,59;60;0
2013;Netherlands;43;0;35;12;0;38;4;2;12;5;160;244;219;374;178;669;132;1143;227;1267;7,29E+11;4,84;51,53;79,88;10,21;71,28;42,3;37,48;47,42;8,50E+11;50565,3;25,79;6,69E+11;39835,21;18,51;18,36;89,79;69,67;1,28;12;86,59;66,47;143,83;16804432;3;6;6;99,73;6;149,55;89,19;78;0
